Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
KEGG_2021_Human,Transcriptional misregulation in cancer,8/192,0.0007166026255578859,0.1146564200892617,0,0,4.442028985507246,32.16468341792441,HOXA10;HOXA9;MEIS1;KMT2A;TSPAN7;PBX3;MLLT3;HOXA11
KEGG_2021_Human,Signaling pathways regulating pluripotency of stem cells,5/143,0.014561348079652,0.802200383698774,0,0,3.653288740245262,15.451163329551344,MEIS1;WNT7B;WNT8A;NEUROG1;FGFR1
KEGG_2021_Human,Ras signaling pathway,6/232,0.0294780387031516,0.802200383698774,0,0,2.678678952650305,9.43995859705951,GNG2;RASA3;PDGFD;EFNA5;FGF1;FGFR1
KEGG_2021_Human,Melanoma,3/72,0.0355175071354049,0.802200383698774,0,0,4.354667843743103,14.534703522115317,PDGFD;FGF1;FGFR1
KEGG_2021_Human,Allograft rejection,2/38,0.0552998529270401,0.802200383698774,0,0,5.545454545454546,16.054007893661755,IL12A;HLA-DQA1
KEGG_2021_Human,Proteoglycans in cancer,5/205,0.0554001135421681,0.802200383698774,0,0,2.5128205128205128,7.270026059022339,WNT7B;CAMK2A;WNT8A;HBEGF;FGFR1
KEGG_2021_Human,Rap1 signaling pathway,5/210,0.0601851648793252,0.802200383698774,0,0,2.4509068167604755,6.88785545344142,PDGFD;ARAP3;EFNA5;FGF1;FGFR1
KEGG_2021_Human,Breast cancer,4/147,0.0603095808388597,0.802200383698774,0,0,2.805337519623234,7.878129210447092,WNT7B;WNT8A;FGF1;FGFR1
KEGG_2021_Human,Ferroptosis,2/41,0.0632725392250683,0.802200383698774,0,0,5.118104118104118,14.127522570834804,FTMT;ACSL6
KEGG_2021_Human,Th1 and Th2 cell differentiation,3/92,0.0648498030509546,0.802200383698774,0,0,3.3726686819141047,9.226546999073705,MAML2;IL12A;HLA-DQA1
KEGG_2021_Human,PI3K-Akt signaling pathway,7/354,0.0656994394738363,0.802200383698774,0,0,2.0332830628182346,5.535948396662,GNG2;LPAR6;ITGB4;PDGFD;EFNA5;FGF1;FGFR1
KEGG_2021_Human,Type I diabetes mellitus,2/43,0.0687896467784887,0.802200383698774,0,0,4.867947770386794,13.030045670347697,IL12A;HLA-DQA1
KEGG_2021_Human,mTOR signaling pathway,4/154,0.0690655992936023,0.802200383698774,0,0,2.673469387755102,7.14537765353487,DEPTOR;RPS6KA2;WNT7B;WNT8A
KEGG_2021_Human,Cushing syndrome,4/155,0.0703673025895698,0.802200383698774,0,0,2.655629139072848,7.0481103099362015,KMT2A;WNT7B;CAMK2A;WNT8A
KEGG_2021_Human,Melanogenesis,3/101,0.0807525150526315,0.802200383698774,0,0,3.0615352740080803,7.703943795454915,WNT7B;CAMK2A;WNT8A
KEGG_2021_Human,Protein digestion and absorption,3/103,0.0844959534746252,0.802200383698774,0,0,3.0,7.413154900919784,SLC36A1;SLC36A3;SLC36A2
KEGG_2021_Human,Wnt signaling pathway,4/166,0.0855053845698422,0.802200383698774,0,0,2.473922902494331,6.083811648545854,WNT7B;CAMK2A;WNT8A;PRICKLE1
KEGG_2021_Human,"Parathyroid hormone synthesis, secretion and action",3/106,0.090247543166112,0.802200383698774,0,0,2.912177812823419,7.004366885624175,PDE4B;FGFR1;HBEGF
KEGG_2021_Human,Non-homologous end-joining,1/13,0.1225132126107664,0.8804216605390518,0,0,8.28643216080402,17.397665920944878,RAD50
KEGG_2021_Human,Basal cell carcinoma,2/63,0.1310431018295034,0.8804216605390518,0,0,3.2685875144891536,6.642518297732,WNT7B;WNT8A
KEGG_2021_Human,Lysine degradation,2/63,0.1310431018295034,0.8804216605390518,0,0,3.2685875144891536,6.642518297732,KMT2A;PRDM16
KEGG_2021_Human,Inflammatory bowel disease,2/65,0.137821576382599,0.8804216605390518,0,0,3.1645021645021645,6.271395690931595,IL12A;HLA-DQA1
KEGG_2021_Human,Oocyte meiosis,3/129,0.1392329274452611,0.8804216605390518,0,0,2.3778100072516315,4.688106881874375,RPS6KA2;CDC16;CAMK2A
KEGG_2021_Human,Long-term potentiation,2/67,0.1446753520694938,0.8804216605390518,0,0,3.0668220668220667,5.928973623253177,RPS6KA2;CAMK2A
KEGG_2021_Human,Primary bile acid biosynthesis,1/17,0.157114351192228,0.8804216605390518,0,0,6.21356783919598,11.499955704952034,HSD17B4
KEGG_2021_Human,Pathways in cancer,8/531,0.164003481329249,0.8804216605390518,0,0,1.5357711918419374,2.77647101524336,GNG2;LPAR6;WNT7B;CAMK2A;WNT8A;IL12A;FGF1;FGFR1
KEGG_2021_Human,Fatty acid biosynthesis,1/18,0.1655503660358053,0.8804216605390518,0,0,5.847768253029855,10.51709310132786,ACSL6
KEGG_2021_Human,MAPK signaling pathway,5/294,0.1725638036809147,0.8804216605390518,0,0,1.7310797622216307,3.041486775182028,PDGFD;RPS6KA2;EFNA5;FGF1;FGFR1
KEGG_2021_Human,Regulation of actin cytoskeleton,4/218,0.1750265580930103,0.8804216605390518,0,0,1.867823765020027,3.255276049268623,ITGB4;PDGFD;FGF1;FGFR1
KEGG_2021_Human,Leishmaniasis,2/77,0.1798830098073791,0.8804216605390518,0,0,2.656565656565657,4.557201796283064,IL12A;HLA-DQA1
KEGG_2021_Human,Antigen processing and presentation,2/78,0.1834746263330842,0.8804216605390518,0,0,2.621477937267411,4.445184817601474,HSPA4;HLA-DQA1
KEGG_2021_Human,Gastric cancer,3/149,0.187511062593512,0.8804216605390518,0,0,2.049996523190321,3.4315249214751327,WNT7B;WNT8A;FGF1
