Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Reactome_2022,Scavenging By Class A Receptors R-HSA-3000480,4/19,3.343535939158139e-05,0.0090504038502499,0,0,26.918367346938776,277.4179092680899,COL3A1;COL1A2;APOE;APOB
Reactome_2022,Regulation Of IGF Transport And Uptake By IGFBPs R-HSA-381426,8/123,3.352001426018495e-05,0.0090504038502499,0,0,7.132246376811594,73.4861580665268,C4A;TF;IGFBP4;IGFBP3;IGF2;APOE;APOB;FSTL1
Reactome_2022,Post-translational Protein Phosphorylation R-HSA-8957275,7/106,9.511449100679848e-05,0.0171206083812237,0,0,7.217616580310881,66.83822750435584,C4A;TF;IGFBP4;IGFBP3;APOE;APOB;FSTL1
Reactome_2022,Signaling By ERBB4 R-HSA-1236394,5/57,0.00026114908025227007,0.030262349943294,0,0,9.73767258382643,80.33988011860673,YAP1;CXCL12;APOE;EGFR;HBEGF
Reactome_2022,Nuclear Signaling By ERBB4 R-HSA-1251985,4/32,0.0002802069439193893,0.030262349943294,0,0,14.411078717201166,117.88236655881762,YAP1;CXCL12;APOE;HBEGF
Reactome_2022,Signaling By Receptor Tyrosine Kinases R-HSA-9006934,14/496,0.0004895355072885581,0.0440581956559702,0,0,3.016686744300183,22.993347941066613,YAP1;PDGFRA;NTRK2;NRP2;IGF2;FGF1;EGFR;TF;CXCL12;ID4;COL6A3;APOE;BCAR1;HBEGF
Reactome_2022,Regulation Of TLR By Endogenous Ligand R-HSA-5686938,3/18,0.0007195272026923491,0.049655822635087,0,0,20.086294416243653,145.36282995258424,S100A1;LBP;APOB
Reactome_2022,Binding And Uptake Of Ligands By Scavenger Receptors R-HSA-2173782,4/41,0.0007356418168161046,0.049655822635087,0,0,10.900717043574186,78.64613599642355,COL3A1;COL1A2;APOE;APOB
Reactome_2022,Chylomicron Clearance R-HSA-8964026,2/5,0.0009754681839454336,0.058528091036726,0,0,66.65656565656566,462.1028413784856,APOE;APOB
Reactome_2022,PTK6 Promotes HIF1A Stabilization R-HSA-8857538,2/6,0.0014535707837741,0.0784928223238028,0,0,49.98989898989899,326.6206097208578,EGFR;HBEGF
Reactome_2022,Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090,4/57,0.0025341401417975,0.0972429240701662,0,0,7.60377358490566,45.45460491125239,COL3A1;COL1A2;COL6A3;PCOLCE
Reactome_2022,RUNX3 Regulates YAP1-mediated Transcription R-HSA-8951671,2/8,0.0026777674677022,0.0972429240701662,0,0,33.323232323232325,197.36590289038227,YAP1;TEAD1
Reactome_2022,EGFR Transactivation By Gastrin R-HSA-2179392,2/8,0.0026777674677022,0.0972429240701662,0,0,33.323232323232325,197.36590289038227,EGFR;HBEGF
Reactome_2022,Inhibition Of Signaling By Overexpressed EGFR R-HSA-5638303,2/8,0.0026777674677022,0.0972429240701662,0,0,33.323232323232325,197.36590289038227,EGFR;HBEGF
Reactome_2022,Extracellular Matrix Organization R-HSA-1474244,9/291,0.002711225567064,0.0972429240701662,0,0,3.261334521555085,19.275643190103604,COL3A1;COL1A2;VCAM1;EFEMP1;HTRA1;ITGA8;COL6A3;PCOLCE;DCN
Reactome_2022,Chylomicron Assembly R-HSA-8963888,2/9,0.0034202318391573,0.0972429240701662,0,0,28.561327561327563,162.17255858986445,APOE;APOB
